fn,rmsd
Triple_tSW_cHS_CUU_rpr.pdb,2.71
Triple_tSH_tSH_GAC_rpr.pdb,2.71
Triple_cSW_tsS_UUA_rpr.pdb,2.71
Triple_tHW_tHW_AAC_rpr.pdb,2.71
Triple_cHW_tSW_GGC_rpr.pdb,2.71
Triple_cSW_tSW_CGU_rpr.pdb,2.71
Triple_cHW_tSW_GCC_rpr.pdb,2.72
Triple_tWW_tsS_AUA_rpr.pdb,2.72
Triple_tWW_cHW_UAU_rpr.pdb,2.72
Triple_cSW_tsS_CUA_rpr.pdb,2.72
Triple_tWW_cSW_ACG_rpr.pdb,2.72
Triple_tWW_tSH_ACC_rpr.pdb,2.72
Triple_tSW_tSW_UUU_rpr.pdb,2.72
Triple_cHW_tHW_GGA_rpr.pdb,2.72
Triple_cHW_tSH_GGA_rpr.pdb,2.72
Triple_cHW_tSH_UCA_rpr.pdb,2.72
Triple_tSW_cSH_GUC_rpr.pdb,2.72
Triple_cSW_cSH_GUU_rpr.pdb,2.72
Triple_cHW_cSH_GGC_rpr.pdb,2.72
Triple_tSW_cSH_GUA_rpr.pdb,2.72
Triple_tSW_cHW_CGU_rpr.pdb,2.72
Triple_tSW_cHS_UGA_rpr.pdb,2.72
Triple_cSH_tSW_AUU_rpr.pdb,2.72
Triple_tWW_tHH_AAA_exemplar_rpr.pdb,2.72
Triple_tHW_tHH_UGA_rpr.pdb,2.72
Triple_cHW_tHH_GGC_rpr.pdb,2.72
Triple_cWW_tSH_AAC_rpr.pdb,2.72
Triple_cWW_cSH_CGC_rpr.pdb,2.72
Triple_tWW_cHW_GUC_rpr.pdb,2.72
Triple_cSW_cHS_GCC_rpr.pdb,2.73
Triple_tWW_tHS_UAU_exemplar_rpr.pdb,2.73
Triple_tSW_cSW_CUA_rpr.pdb,2.73
Triple_cSW_cHS_CCA_rpr.pdb,2.73
Triple_tWW_cHS_UCU_rpr.pdb,2.73
Triple_tWW_cSW_GCC_rpr.pdb,2.73
Triple_cWW_cSH_GUA_rpr.pdb,2.73
Triple_tWW_tHS_CCA_rpr.pdb,2.73
Triple_cWW_cSW_AAA_rpr.pdb,2.73
Triple_cSW_tSW_AGU_rpr.pdb,2.73
Triple_cSW_cSH_ACC_rpr.pdb,2.73
Triple_tHW_tHW_AAU_rpr.pdb,2.73
Triple_tSW_tHW_AAU_rpr.pdb,2.74
Triple_tSH_tSS_UAG_exemplar_rpr.pdb,2.74
Triple_tWW_tSW_UAU_rpr.pdb,2.74
Triple_cWW_tSH_GUA_rpr.pdb,2.74
Triple_tSW_cSW_UUU_rpr.pdb,2.74
Triple_tWW_cHW_AUC_rpr.pdb,2.74
Triple_tSH_tSH_ACC_rpr.pdb,2.74
Triple_cWW_tSW_UUG_rpr.pdb,2.74
Triple_cHW_cSW_UAA_rpr.pdb,2.74
Triple_cSW_cHW_UUC_rpr.pdb,2.75
Triple_cWW_tHS_CUA_rpr.pdb,2.75
Triple_cSW_cSH_GUC_rpr.pdb,2.75
Triple_cWW_tsS_UAA_rpr.pdb,2.75
Triple_cWW_cHS_UCU_exemplar_rpr.pdb,2.75
Triple_tSW_cSW_GUC_rpr.pdb,2.75
Triple_cHW_tHW_AGU_rpr.pdb,2.75
Triple_cSW_tsS_AUA_rpr.pdb,2.75
Triple_cSW_cHS_UCC_rpr.pdb,2.75
Triple_cSW_cSH_UCC_rpr.pdb,2.75
Triple_tWH_tSS_CGC_rpr.pdb,2.75
Triple_cWW_tsS_CUA_rpr.pdb,2.75
Triple_tWW_tHH_AAA_rpr.pdb,2.76
Triple_tWW_cSW_UCA_rpr.pdb,2.76
Triple_cWW_cSH_AAU_rpr.pdb,2.76
Triple_tHW_cSW_AUA_rpr.pdb,2.76
Triple_tSW_cHS_AUG_rpr.pdb,2.76
Triple_cWW_tSH_GAA_rpr.pdb,2.76
Triple_cSW_tHS_UAU_rpr.pdb,2.76
Triple_cWW_cSH_CCC_rpr.pdb,2.76
Triple_tHH_tSS_AAG_exemplar_rpr.pdb,2.76
Triple_tHH_tSS_GAA_rpr.pdb,2.76
Triple_cHH_tSW_GCA_rpr.pdb,2.76
Triple_cSW_cSH_AUU_rpr.pdb,2.76
Triple_cSW_cHS_CAA_exemplar_rpr.pdb,2.76
Triple_cWW_tHW_AAA_rpr.pdb,2.76
Triple_tWW_tSH_UGU_rpr.pdb,2.77
Triple_cSW_tHS_CAG_rpr.pdb,2.77
Triple_tSW_tHS_UGG_rpr.pdb,2.77
Triple_tHH_tSS_AGU_rpr.pdb,2.77
Triple_tWH_tSS_CGU_rpr.pdb,2.77
Triple_tWW_tsS_ACA_rpr.pdb,2.77
Triple_tHW_tsS_CCG_rpr.pdb,2.77
Triple_cSW_cHS_ACC_rpr.pdb,2.77
Triple_cHW_cSH_UUC_rpr.pdb,2.77
Triple_cHW_cHS_GAU_rpr.pdb,2.78
Triple_cWW_cHS_UAU_rpr.pdb,2.78
Triple_cHH_cSH_GGU_rpr.pdb,2.78
Triple_tSW_cSH_GUU_rpr.pdb,2.78
Triple_cHW_tHS_UAG_rpr.pdb,2.78
Triple_cSW_cSH_GGG_rpr.pdb,2.78
Triple_tHW_tHS_GGG_exemplar_rpr.pdb,2.78
Triple_tWW_tHS_ACU_rpr.pdb,2.78
Triple_tHH_tSS_GAC_rpr.pdb,2.78
Triple_cHW_cHW_AUA_rpr.pdb,2.78
Triple_tWW_tHH_CAA_rpr.pdb,2.78
Triple_tWW_cHW_UGC_rpr.pdb,2.78
Triple_cSW_tHS_AAG_rpr.pdb,2.78
Triple_cSW_cHW_CUC_rpr.pdb,2.79
Triple_tSW_tHW_ACC_rpr.pdb,2.79
Triple_cWW_cSW_AUC_exemplar_rpr.pdb,2.79
Triple_tWW_tsS_UUA_rpr.pdb,2.79
Triple_tHW_tHH_GGG_rpr.pdb,2.79
Triple_tWW_cSW_AUA_rpr.pdb,2.79
Triple_tHW_tsS_GGG_rpr.pdb,2.79
Triple_tSH_tSW_GAU_rpr.pdb,2.79
Triple_tSH_tSW_GUA_rpr.pdb,2.79
Triple_tHW_tSH_GAC_rpr.pdb,2.79
Triple_cWW_cHH_AAG_rpr.pdb,2.79
Triple_cSW_cHS_CCC_rpr.pdb,2.79
Triple_cWW_tHS_GAG_rpr.pdb,2.79
Triple_tSW_cHS_GCG_rpr.pdb,2.79
Triple_tWW_cHS_CCU_rpr.pdb,2.8
Triple_cWW_cSW_UCA_rpr.pdb,2.8
Triple_tWW_tHS_CUA_rpr.pdb,2.8
Triple_cHW_tSH_GGG_rpr.pdb,2.8
Triple_cSW_tsS_AUG_rpr.pdb,2.8
Triple_tWW_tsS_UAG_rpr.pdb,2.8
Triple_tSW_tsS_UAG_rpr.pdb,2.8
Triple_cWW_cSH_UUC_exemplar_rpr.pdb,2.8
Triple_tHW_tHH_GUA_rpr.pdb,2.8
Triple_cSW_cHW_UGA_rpr.pdb,2.8
Triple_cSW_cSW_CCU_rpr.pdb,2.8
Triple_cSW_cHW_GGC_rpr.pdb,2.8
Triple_tHW_tsS_AAA_rpr.pdb,2.8
Triple_cWW_cHS_ACG_rpr.pdb,2.8
Triple_cSH_tSH_UAA_rpr.pdb,2.8
Triple_cSW_cSW_CCC_rpr.pdb,2.8
Triple_tSW_cHS_GCU_rpr.pdb,2.8
Triple_tHW_tSW_UGU_rpr.pdb,2.8
Triple_cSW_cSW_ACC_rpr.pdb,2.8
Triple_cSH_tSH_UAU_rpr.pdb,2.81
Triple_tHW_cSH_ACC_exemplar_rpr.pdb,2.81
Triple_cSW_cSW_ACU_rpr.pdb,2.81
Triple_cWW_cSH_CGA_rpr.pdb,2.81
Triple_tWW_cSW_CGG_rpr.pdb,2.81
Triple_cWW_tHH_ACU_rpr.pdb,2.81
Triple_cHW_cSH_UUU_rpr.pdb,2.81
Triple_tSW_tHS_CGG_rpr.pdb,2.81
Triple_cWW_cSH_GAU_rpr.pdb,2.81
Triple_cWW_cSW_GUG_rpr.pdb,2.81
Triple_tSW_tSH_CAC_rpr.pdb,2.81
Triple_cWW_cSH_UGA_rpr.pdb,2.81
Triple_tWW_cSH_UAU_rpr.pdb,2.82
Triple_tWW_tsS_UGG_rpr.pdb,2.82
Triple_tSH_tSH_AAC_rpr.pdb,2.82
Triple_cHW_cSW_UUC_rpr.pdb,2.82
Triple_tSH_tSS_GGG_rpr.pdb,2.82
Triple_cSW_cSW_GCU_rpr.pdb,2.82
Triple_tSW_cSW_GUU_rpr.pdb,2.82
Triple_tWW_cSW_UAG_rpr.pdb,2.82
Triple_cSW_cSW_UCU_rpr.pdb,2.82
Triple_tWW_tSW_ACU_rpr.pdb,2.82
Triple_tWW_tHW_AAC_exemplar_rpr.pdb,2.82
Triple_cWW_tSW_AGA_rpr.pdb,2.82
Triple_cHW_tSW_AGU_rpr.pdb,2.82
Triple_cWW_tsS_UGG_exemplar_rpr.pdb,2.82
Triple_cSW_cHH_CGG_rpr.pdb,2.82
Triple_cSW_tsS_UAG_rpr.pdb,2.82
Triple_tSH_tSW_UAA_rpr.pdb,2.83
Triple_cHW_cSH_GCU_rpr.pdb,2.83
Triple_tSW_cHS_GCC_rpr.pdb,2.83
Triple_cWW_cSW_UAC_rpr.pdb,2.83
Triple_cWW_tSH_GUC_rpr.pdb,2.83
Triple_tSW_cHS_CUG_rpr.pdb,2.83
Triple_tSW_cHS_UUU_rpr.pdb,2.83
Triple_tSW_tSH_CCC_rpr.pdb,2.83
Triple_tSW_tSW_GCG_rpr.pdb,2.83
Triple_cWW_cHW_AUA_rpr.pdb,2.83
Triple_tSW_tHW_GAU_exemplar_rpr.pdb,2.83
Triple_tWW_cHS_UCA_rpr.pdb,2.83
Triple_tSW_cSW_ACG_rpr.pdb,2.83
Triple_tWH_tSS_CAG_exemplar_rpr.pdb,2.84
Triple_tSW_tsS_UAA_rpr.pdb,2.84
Triple_cSW_cHH_GGG_rpr.pdb,2.84
Triple_tSW_cHS_UAG_rpr.pdb,2.84
Triple_cSW_tsS_GUG_rpr.pdb,2.84
Triple_tWW_tsS_ACG_rpr.pdb,2.84
Triple_tHW_tSW_UGC_rpr.pdb,2.84
Triple_tWH_tSH_CGG_rpr.pdb,2.84
Triple_tSW_cSH_CGA_rpr.pdb,2.84
Triple_cSW_cSW_GGC_rpr.pdb,2.84
Triple_cWW_tHS_AAU_rpr.pdb,2.84
Triple_tSW_cHS_AUC_rpr.pdb,2.84
Triple_tSW_tSH_UCC_rpr.pdb,2.84
Triple_cWW_cSH_CCA_rpr.pdb,2.84
Triple_cWW_tSW_CGU_exemplar_rpr.pdb,2.84
Triple_tWW_tsS_CGG_rpr.pdb,2.84
Triple_tSH_tSW_GUG_rpr.pdb,2.85
Triple_cWW_tSH_ACC_rpr.pdb,2.85
Triple_cHW_cSW_GAC_rpr.pdb,2.85
Triple_tSW_cSW_CUU_rpr.pdb,2.85
Triple_tSH_tSH_CAC_rpr.pdb,2.85
Triple_cHW_cSH_GCA_rpr.pdb,2.85
Triple_tSW_cSW_UUC_rpr.pdb,2.85
Triple_tWW_tHW_AAC_rpr.pdb,2.85
Triple_tWW_cHS_UCC_rpr.pdb,2.85
Triple_cSW_tHS_GAC_rpr.pdb,2.85
Triple_tSW_cHW_UGU_rpr.pdb,2.85
Triple_tHH_tSS_CAG_rpr.pdb,2.85
Triple_cWW_cSW_AUC_rpr.pdb,2.86
Triple_cWW_tsS_AUA_rpr.pdb,2.86
Triple_tSW_cHS_AAG_rpr.pdb,2.86
Triple_cWW_cHW_CCC_rpr.pdb,2.86
Triple_cWW_cSH_GUC_rpr.pdb,2.86
Triple_tSW_tSW_CAU_rpr.pdb,2.86
Triple_cWH_tSS_UAG_exemplar_rpr.pdb,2.86
Triple_cHW_cHW_GUA_rpr.pdb,2.86
Triple_cSW_tsS_GUA_rpr.pdb,2.86
Triple_cWW_cSH_CCU_rpr.pdb,2.86
Triple_cSW_tsS_AAG_rpr.pdb,2.86
Triple_tSW_tHW_CAU_rpr.pdb,2.86
Triple_cHW_tSW_GAU_rpr.pdb,2.86
Triple_tHW_tSW_ACG_rpr.pdb,2.87
Triple_cWW_cHW_UGC_rpr.pdb,2.87
Triple_cSW_tSW_GAC_rpr.pdb,2.87
Triple_cHW_tsS_UUG_rpr.pdb,2.87
Triple_tWW_tsS_GCA_rpr.pdb,2.87
Triple_cSW_tsS_UUG_rpr.pdb,2.87
Triple_tWW_cSH_CGA_rpr.pdb,2.88
Triple_tWW_cHS_CCA_rpr.pdb,2.88
Triple_tSW_cSH_UUC_rpr.pdb,2.88
Triple_tSW_tsS_ACA_rpr.pdb,2.88
Triple_tSW_cHS_CUC_rpr.pdb,2.88
Triple_tSW_tHH_CGG_rpr.pdb,2.88
Triple_cHW_tsS_UUA_rpr.pdb,2.88
Triple_cHW_tsS_UCA_rpr.pdb,2.88
Triple_tWW_cHH_UGA_rpr.pdb,2.88
Triple_tHW_cHS_GUU_rpr.pdb,2.88
Triple_cWW_tHW_AGU_rpr.pdb,2.89
Triple_tSW_tHW_GAU_rpr.pdb,2.89
Triple_tSH_cSW_ACG_rpr.pdb,2.89
Triple_cWW_tsS_AUG_rpr.pdb,2.89
Triple_tSH_tSW_CAU_rpr.pdb,2.89
Triple_tWW_tHW_AAU_exemplar_rpr.pdb,2.89
Triple_cWW_cSW_GAA_rpr.pdb,2.89
Triple_cWW_tSW_UAU_rpr.pdb,2.89
Triple_cWW_cSW_UAC_exemplar_rpr.pdb,2.89
Triple_cWW_tSW_UCU_rpr.pdb,2.89
Triple_cSW_tsS_CGA_rpr.pdb,2.89
Triple_cWW_cSH_UAG_rpr.pdb,2.9
Triple_tSW_tHW_UAU_rpr.pdb,2.9
Triple_tWW_tSH_AAA_rpr.pdb,2.9
Triple_cHW_tsS_AUA_rpr.pdb,2.9
Triple_tHH_tSS_CAU_rpr.pdb,2.9
Triple_cSW_cSW_UUU_rpr.pdb,2.9
Triple_cWW_cSW_CCU_rpr.pdb,2.9
Triple_tSH_tSH_GGU_rpr.pdb,2.9
Triple_tWW_tSW_UGU_rpr.pdb,2.9
Triple_cHW_cSH_GAG_rpr.pdb,2.9
Triple_cWW_cSH_CGG_rpr.pdb,2.9
Triple_tSW_tSW_GAU_exemplar_rpr.pdb,2.9
Triple_cSW_cSW_GCC_rpr.pdb,2.9
Triple_cWW_cSH_GUU_rpr.pdb,2.91
Triple_cSH_tSW_GCU_rpr.pdb,2.91
Triple_cHW_tHS_UAU_rpr.pdb,2.91
Triple_tHW_tHS_ACU_rpr.pdb,2.91
Triple_tWW_cSW_CUU_rpr.pdb,2.91
Triple_cHH_tSS_CGU_rpr.pdb,2.91
Triple_cHW_tSW_GUC_rpr.pdb,2.91
Triple_tWW_tsS_GUA_rpr.pdb,2.91
Triple_tHW_cHW_AAU_rpr.pdb,2.91
Triple_cSW_tsS_UGA_rpr.pdb,2.91
Triple_tSW_tSH_AAC_rpr.pdb,2.92
Triple_cSW_cHS_CAC_rpr.pdb,2.92
Triple_tWW_cSW_CGA_rpr.pdb,2.92
Triple_tWW_cHS_CGG_rpr.pdb,2.92
Triple_cSW_cSH_UAG_rpr.pdb,2.92
Triple_cWW_cSW_GCC_rpr.pdb,2.92
Triple_cSW_cHH_UGG_rpr.pdb,2.92
Triple_cWW_tSW_GUC_rpr.pdb,2.92
Triple_cWW_cHW_CGA_rpr.pdb,2.92
Triple_cHW_cSH_UCC_rpr.pdb,2.92
Triple_cHW_tsS_GUA_rpr.pdb,2.92
Triple_tHH_tSS_GAG_rpr.pdb,2.92
Triple_tSW_cSH_UGA_rpr.pdb,2.92
Triple_cHH_cSH_GGA_rpr.pdb,2.92
Triple_cSW_cHS_UAA_rpr.pdb,2.92
Triple_tWW_cHS_UAU_rpr.pdb,2.92
Triple_cSW_cHS_CAA_rpr.pdb,2.93
Triple_tSH_tSW_AAU_rpr.pdb,2.93
Triple_cHW_cSW_GUU_rpr.pdb,2.93
Triple_tSW_tSH_GAC_rpr.pdb,2.93
Triple_tSH_tSW_GGU_rpr.pdb,2.93
Triple_cWW_cHS_GCC_exemplar_rpr.pdb,2.93
Triple_tWW_tSH_GCA_rpr.pdb,2.93
Triple_cSW_cHS_UAC_rpr.pdb,2.93
Triple_tSH_tSH_GUA_rpr.pdb,2.93
Triple_cWW_cSH_AUA_rpr.pdb,2.93
Triple_cWW_cSW_CGC_rpr.pdb,2.93
Triple_tHW_cHS_AUU_rpr.pdb,2.93
Triple_tWW_cHW_CAU_rpr.pdb,2.93
Triple_tWW_cHS_CGA_rpr.pdb,2.94
Triple_tSW_tSW_GAU_rpr.pdb,2.94
Triple_cHH_cSH_GCU_rpr.pdb,2.94
Triple_cWW_tSW_ACC_rpr.pdb,2.94
Triple_tWW_tHS_ACC_rpr.pdb,2.94
Triple_tWW_tHH_UUA_rpr.pdb,2.94
Triple_tWW_tSW_ACG_rpr.pdb,2.94
Triple_cSW_cHS_AAA_rpr.pdb,2.94
Triple_tWH_tSS_AAC_exemplar_rpr.pdb,2.94
Triple_cWW_tSH_UUA_rpr.pdb,2.94
Triple_cHH_tSS_CGC_rpr.pdb,2.94
Triple_tSW_cSW_CGG_rpr.pdb,2.94
Triple_tWW_cHS_CUU_rpr.pdb,2.94
Triple_cSW_cSW_CUU_rpr.pdb,2.94
Triple_cWW_tHS_GAU_rpr.pdb,2.94
Triple_tSW_cSH_UUU_rpr.pdb,2.94
Triple_cHW_tsS_AGA_rpr.pdb,2.94
Triple_cWW_cHW_CAU_exemplar_rpr.pdb,2.95
Triple_tHW_tsS_UGA_rpr.pdb,2.95
Triple_cSW_cHH_AGG_rpr.pdb,2.95
Triple_cHW_tSW_UAC_rpr.pdb,2.95
Triple_cWW_cSH_CAG_rpr.pdb,2.95
Triple_cSW_cHS_AAC_rpr.pdb,2.95
Triple_cHW_cSH_AGA_rpr.pdb,2.95
Triple_cWW_tsS_CGA_rpr.pdb,2.95
Triple_cWW_tsS_GAA_rpr.pdb,2.95
Triple_cSW_tsS_CUG_rpr.pdb,2.95
Triple_cSW_tsS_AGA_rpr.pdb,2.95
Triple_cSW_cHW_AGA_rpr.pdb,2.95
Triple_tSW_cHS_UCG_rpr.pdb,2.95
Triple_tWW_tHS_UCA_rpr.pdb,2.95
Triple_cHW_cSW_AUU_rpr.pdb,2.95
Triple_tSW_cHS_GCA_rpr.pdb,2.95
Triple_tSW_tHH_UGG_rpr.pdb,2.95
Triple_tWW_cHS_CCC_rpr.pdb,2.95
Triple_tSW_cHS_CCU_rpr.pdb,2.95
Triple_tSW_cHS_UUG_rpr.pdb,2.96
Triple_cWW_tSW_AGU_rpr.pdb,2.96
Triple_cWW_cHS_UUU_exemplar_rpr.pdb,2.96
Triple_cHH_tSS_GAC_rpr.pdb,2.96
Triple_cWW_cSH_AUC_rpr.pdb,2.96
Triple_cHH_tSS_GAA_rpr.pdb,2.96
Triple_tHW_cHS_GGG_rpr.pdb,2.96
Triple_cWW_tHW_AAU_rpr.pdb,2.96
Triple_cSW_tHS_GAA_rpr.pdb,2.96
Triple_tWW_cSH_CCC_rpr.pdb,2.96
Triple_cWW_cSH_AUA_exemplar_rpr.pdb,2.96
Triple_tSW_cHS_CCG_rpr.pdb,2.96
Triple_cSW_cSW_UCC_rpr.pdb,2.96
Triple_cWH_tSS_UAC_rpr.pdb,2.96
Triple_tWW_tHW_AAU_rpr.pdb,2.96
Triple_tHW_cSW_AUU_rpr.pdb,2.96
Triple_tSH_tSH_CCC_rpr.pdb,2.96
Triple_tSW_cHS_ACU_rpr.pdb,2.96
Triple_tSW_cSW_AUU_rpr.pdb,2.97
Triple_tHW_cSH_CCC_rpr.pdb,2.97
Triple_cSW_tHS_AAU_rpr.pdb,2.97
Triple_tSW_tHW_AAC_rpr.pdb,2.97
Triple_tSW_cHS_UCU_rpr.pdb,2.97
Triple_cSW_cHS_GGA_rpr.pdb,2.97
Triple_tSW_cHS_ACC_rpr.pdb,2.97
Triple_cHH_cSH_GCA_rpr.pdb,2.97
Triple_tWW_tHS_UAG_exemplar_rpr.pdb,2.98
Triple_tWW_cSW_CUC_rpr.pdb,2.98
Triple_tWW_cSH_UCC_rpr.pdb,2.98
Triple_tSH_tSW_GAA_rpr.pdb,2.98
Triple_cWH_tSS_UAA_rpr.pdb,2.98
Triple_tHH_tSH_AGU_rpr.pdb,2.98
Triple_tWW_tSH_GGA_rpr.pdb,2.98
Triple_tSW_cHS_CCC_rpr.pdb,2.98
Triple_tHH_tSS_AGG_rpr.pdb,2.98
Triple_tSW_cSW_AUA_rpr.pdb,2.98
Triple_tHH_tSS_GAU_rpr.pdb,2.98
Triple_tSW_cHS_UUC_rpr.pdb,2.98
Triple_tHH_tSS_UAA_rpr.pdb,2.98
Triple_tHW_tSW_GCG_rpr.pdb,2.98
Triple_tWW_tsS_UGA_rpr.pdb,2.98
Triple_tHW_cHS_AUG_exemplar_rpr.pdb,2.98
Triple_tHW_cHS_GUG_rpr.pdb,2.98
Triple_cWW_cHS_UUG_exemplar_rpr.pdb,2.98
Triple_tHW_cHW_GAU_rpr.pdb,2.98
Triple_cSW_cHS_GAC_rpr.pdb,2.98
Triple_cWW_tSW_CUU_rpr.pdb,2.99
Triple_cWW_cSH_AUC_exemplar_rpr.pdb,2.99
Triple_tSW_tSW_AAU_rpr.pdb,2.99
Triple_tWW_tHW_UGC_rpr.pdb,2.99
Triple_tWH_tSS_CGG_rpr.pdb,2.99
Triple_cHW_tsS_CCA_rpr.pdb,2.99
Triple_tWH_tSS_AAA_rpr.pdb,2.99
Triple_cWW_tsS_GUA_rpr.pdb,2.99
Triple_cWW_cHW_UUU_rpr.pdb,2.99
Triple_cWW_cHW_AUU_exemplar_rpr.pdb,2.99
Triple_tSW_cSH_UUA_rpr.pdb,2.99
Triple_cSW_cHS_GGG_rpr.pdb,2.99
Triple_tSW_cHS_UCC_rpr.pdb,2.99
Triple_cSW_tHS_CAU_rpr.pdb,2.99
Triple_cSW_cSW_UAC_rpr.pdb,2.99
Triple_cWW_cSW_CAC_rpr.pdb,3.0
Triple_cSW_cHS_GAA_rpr.pdb,3.0
Triple_cHW_tSH_GCA_rpr.pdb,3.0
Triple_cHW_tSW_UAU_rpr.pdb,3.0
Triple_tWH_tSS_AAC_rpr.pdb,3.0
Triple_tHW_cHS_GGA_rpr.pdb,3.0
Triple_cSW_cSH_CGU_rpr.pdb,3.0
Triple_cWW_cHH_UGG_rpr.pdb,3.0
Triple_tSW_cHH_CGC_rpr.pdb,3.0
Triple_tHH_tSS_UAC_rpr.pdb,3.0
Triple_cHW_cSH_GCC_rpr.pdb,3.0
Triple_tSW_cSW_CCG_rpr.pdb,3.0
Triple_cHW_cHW_GGG_exemplar_rpr.pdb,3.0
Triple_cHW_cHW_AUC_rpr.pdb,3.0
Triple_cWW_tSW_AAC_rpr.pdb,3.01
Triple_cWW_cSH_GCC_rpr.pdb,3.01
Triple_cSW_cSW_AUU_rpr.pdb,3.01
Triple_tSH_tSS_GGA_rpr.pdb,3.01
Triple_tWW_tSH_UGA_rpr.pdb,3.01
Triple_cHW_cSW_UCU_rpr.pdb,3.01
Triple_tHW_cHS_ACU_rpr.pdb,3.01
Triple_cWW_cHS_UGG_exemplar_rpr.pdb,3.01
Triple_cWW_cSW_CGC_exemplar_rpr.pdb,3.01
Triple_cHW_tsS_AUG_rpr.pdb,3.01
Triple_tSW_tSH_ACC_rpr.pdb,3.02
Triple_cHW_cSH_CCA_rpr.pdb,3.02
Triple_tHW_tsS_AAG_rpr.pdb,3.02
Triple_tWW_tSW_AUU_rpr.pdb,3.02
Triple_cSW_cHW_CGC_rpr.pdb,3.02
Triple_tWW_tSW_GUU_rpr.pdb,3.02
Triple_cSH_tSW_AUC_rpr.pdb,3.02
Triple_tSW_cHS_GUU_rpr.pdb,3.02
Triple_cWW_tsS_UCG_rpr.pdb,3.02
Triple_cHW_cSS_AUC_rpr.pdb,3.02
Triple_cWW_cSH_AUU_rpr.pdb,3.02
Triple_tSW_cSW_UCG_rpr.pdb,3.02
Triple_cWW_cHW_GAG_rpr.pdb,3.02
Triple_tHW_cHS_GCU_rpr.pdb,3.03
Triple_cHW_cSH_CCU_rpr.pdb,3.03
Triple_tHW_tSW_AUA_exemplar_rpr.pdb,3.03
Triple_cHW_cSH_GGG_rpr.pdb,3.03
Triple_tHW_cSW_CCU_rpr.pdb,3.03
Triple_tHW_tHS_GCU_rpr.pdb,3.03
Triple_cHW_cSH_AGC_rpr.pdb,3.03
Triple_tHH_tSW_AUC_rpr.pdb,3.03
Triple_cWW_cHW_GCC_rpr.pdb,3.03
Triple_cWW_cHS_CCU_rpr.pdb,3.03
Triple_cWW_cHH_CGG_rpr.pdb,3.03
Triple_tWW_cSW_CCU_rpr.pdb,3.04
Triple_cSW_cSH_AAG_rpr.pdb,3.04
Triple_cHH_tSS_AGU_rpr.pdb,3.04
Triple_tSH_tSH_GGA_rpr.pdb,3.04
Triple_tWW_cHH_CGG_rpr.pdb,3.04
Triple_tWW_tSW_GGU_rpr.pdb,3.04
Triple_cHW_tsS_GUG_rpr.pdb,3.04
Triple_cHW_cHW_AGA_rpr.pdb,3.04
Triple_cSW_tHS_GAG_rpr.pdb,3.04
Triple_cSW_cSS_UUC_rpr.pdb,3.05
Triple_tSW_cHH_UGC_rpr.pdb,3.05
Triple_tWW_tSH_AAA_exemplar_rpr.pdb,3.05
Triple_cHW_cSW_GGC_rpr.pdb,3.05
Triple_tWH_tSW_UUU_rpr.pdb,3.05
Triple_cWW_cHW_GUU_rpr.pdb,3.05
Triple_cWW_cSW_AUU_rpr.pdb,3.05
Triple_cHH_tSS_AGC_rpr.pdb,3.05
Triple_cWW_tSH_UUC_rpr.pdb,3.05
Triple_tWH_tSH_CAA_rpr.pdb,3.05
Triple_cWW_cSW_GCC_exemplar_rpr.pdb,3.05
Triple_tSW_cSW_UGG_rpr.pdb,3.05
Triple_tSW_tHS_GCU_rpr.pdb,3.06
Triple_cSW_cSS_CUC_rpr.pdb,3.06
Triple_cHW_cHW_GGG_rpr.pdb,3.06
Triple_tSH_cSH_UAU_rpr.pdb,3.06
Triple_tWH_tSW_UUC_rpr.pdb,3.06
Triple_cSH_tSW_GCC_rpr.pdb,3.06
Triple_tHW_cHS_AUG_rpr.pdb,3.06
Triple_cWH_tSS_UAG_rpr.pdb,3.06
Triple_tWW_cHS_UUU_rpr.pdb,3.06
Triple_cWW_cSW_UUG_rpr.pdb,3.06
Triple_cWW_cHS_UGA_rpr.pdb,3.06
Triple_tHH_tSW_AGU_rpr.pdb,3.06
Triple_tWW_cSH_GCC_rpr.pdb,3.06
Triple_tWW_cSW_UCU_rpr.pdb,3.06
Triple_tHW_tSH_AAC_rpr.pdb,3.06
Triple_tWW_cHS_CUG_rpr.pdb,3.06
Triple_tSW_cHH_UGG_rpr.pdb,3.06
Triple_tSW_cHH_CGG_rpr.pdb,3.06
Triple_cHW_cSH_UCU_rpr.pdb,3.07
Triple_cWW_tsS_UGG_rpr.pdb,3.07
Triple_cHW_cSW_GCU_rpr.pdb,3.07
Triple_tSW_tHH_CAA_rpr.pdb,3.07
Triple_tSW_cSW_CGA_rpr.pdb,3.07
Triple_cHW_cSS_GUC_rpr.pdb,3.07
Triple_cWW_tSW_GAC_rpr.pdb,3.07
Triple_tHW_cHS_GUC_rpr.pdb,3.07
Triple_tHW_tsS_GAG_rpr.pdb,3.07
Triple_tHW_tSW_AAA_rpr.pdb,3.07
Triple_cHW_cHS_UAU_rpr.pdb,3.07
Triple_cSW_cSW_GUU_rpr.pdb,3.07
Triple_tHW_tsS_UGG_rpr.pdb,3.07
Triple_tHW_tSW_GAU_rpr.pdb,3.07
Triple_cWW_cSH_ACU_rpr.pdb,3.08
Triple_tWW_cHS_UGG_rpr.pdb,3.08
Triple_cWW_tsS_UAA_exemplar_rpr.pdb,3.08
