triple,instances,clashes,near,exists,contacts_bo,contacts_no_bk,contacts_rpr,clashscore_rpr,clashscore_no_bk,clashscore_bo,,,
cWW_tHH_CCC,0,0,0,0,,,,,,,,,
cWW_tHH_CGU,0,0,0,0,,,,,,,,,
cWW_tHH_CUG,0,0,0,0,,,,,,,,,
cWW_tHH_CUU,0,0,0,0,,,,,,,,,
cWW_tHH_GCC,0,0,0,0,,,,,,,,,
cWW_tHH_GGA,0,0,0,0,,,,,,,,,
cWW_tHH_GGC,0,0,0,0,,,,,,,,,
cWW_tHH_GGG,0,0,0,0,,,,,,,,,
cWW_tHH_GGU,0,0,0,0,,,,,,,,,
cWW_tHH_GUG,0,0,0,0,,,,,,,,,
cWW_tHH_GUU,0,0,0,0,,,,,,,,,
cWW_tHH_UCC,0,0,0,0,,,,,,,,,
cWW_tHH_UGU,0,0,0,0,,,,,,,,,
cWW_tHH_UUG,0,0,0,0,,,,,,,,,
cWW_tHH_UUU,0,0,0,0,,,,,,,,,
cWW_tHS_ACG,0,0,0,0,,,,,,,,,
cWW_tHS_AGA,0,0,0,0,,,,,,,,,
cWW_tHS_AGC,0,0,0,0,,,,,,,,,
cWW_tHS_AGU,0,0,0,0,,,,,,,,,
cWW_tHS_AUC,0,0,0,0,,,,,,,,,
cWW_tHS_AUU,0,0,0,0,,,,,,,,,
cWW_tHS_CCG,0,0,0,0,,,,,,,,,
cWW_tHS_CGA,0,0,0,0,,,,,,,,,
cWW_tHS_CGC,0,0,0,0,,,,,,,,,
cWW_tHS_CGU,0,0,0,0,,,,,,,,,
cWW_tHS_CUC,0,0,0,0,,,,,,,,,
cWW_tHS_CUU,0,0,0,0,,,,,,,,,
cWW_tHS_GCG,0,0,0,0,,,,,,,,,
cWW_tHS_GGA,0,0,0,0,,,,,,,,,
cWW_tHS_GGC,0,0,0,0,,,,,,,,,
cWW_tHS_GGG,0,0,0,0,,,,,,,,,
cWW_tHS_GGU,0,0,0,0,,,,,,,,,
cWW_tHS_GUC,0,0,0,0,,,,,,,,,
cWW_tHS_GUU,0,0,0,0,,,,,,,,,
cWW_tHS_UCG,0,0,0,0,,,,,,,,,
cWW_tHS_UGA,0,0,0,0,,,,,,,,,
cWW_tHS_UGC,0,0,0,0,,,,,,,,,
cWW_tHS_UGU,0,0,0,0,,,,,,,,,
cWW_tHS_UUC,0,0,0,0,,,,,,,,,
cWW_tHS_UUU,0,0,0,0,,,,,,,,,
cWW_tHW_AAG,0,0,0,0,,,,,,,,,
cWW_tHW_ACA,0,0,0,0,,,,,,,,,
cWW_tHW_ACG,0,0,0,0,,,,,,,,,
cWW_tHW_ACU,0,0,0,0,,,,,,,,,
cWW_tHW_AUA,0,0,0,0,,,,,,,,,
cWW_tHW_AUC,0,0,0,0,,,,,,,,,
cWW_tHW_CAG,0,0,0,0,,,,,,,,,
cWW_tHW_CCA,0,0,0,0,,,,,,,,,
cWW_tHW_CCG,0,0,0,0,,,,,,,,,
cWW_tHW_CCU,0,0,0,0,,,,,,,,,
cWW_tHW_CUA,0,0,0,0,,,,,,,,,
cWW_tHW_CUC,0,0,0,0,,,,,,,,,
cWW_tHW_GAG,0,0,0,0,,,,,,,,,
cWW_tHW_GCA,0,0,0,0,,,,,,,,,
cWW_tHW_GCG,0,0,0,0,,,,,,,,,
cWW_tHW_GCU,0,0,0,0,,,,,,,,,
cWW_tHW_GGA,0,0,0,0,,,,,,,,,
cWW_tHW_GGC,0,0,0,0,,,,,,,,,
cWW_tHW_GGG,0,0,0,0,,,,,,,,,
cWW_tHW_GGU,0,0,0,0,,,,,,,,,
cWW_tHW_GUA,0,0,0,0,,,,,,,,,
cWW_tHW_GUC,0,0,0,0,,,,,,,,,
cWW_tHW_UAG,0,0,0,0,,,,,,,,,
cWW_tHW_UCA,0,0,0,0,,,,,,,,,
cWW_tHW_UCG,0,0,0,0,,,,,,,,,
cWW_tHW_UCU,0,0,0,0,,,,,,,,,
cWW_tHW_UUA,0,0,0,0,,,,,,,,,
cWW_tHW_UUC,0,0,0,0,,,,,,,,,
cWW_tSH_AAG,0,0,0,0,,,,,,,,,
cWW_tSH_ACG,0,0,0,0,,,,,,,,,
cWW_tSH_ACU,0,0,0,0,,,,,,,,,
cWW_tSH_AGC,0,0,0,0,,,,,,,,,
cWW_tSH_AUG,0,0,0,0,,,,,,,,,
cWW_tSH_AUU,0,0,0,0,,,,,,,,,
cWW_tSH_CAG,0,0,0,0,,,,,,,,,
cWW_tSH_CCG,0,0,0,0,,,,,,,,,
cWW_tSH_CCU,0,0,0,0,,,,,,,,,
cWW_tSH_CGC,0,0,0,0,,,,,,,,,
cWW_tSH_CUG,0,0,0,0,,,,,,,,,
cWW_tSH_CUU,0,0,0,0,,,,,,,,,
cWW_tSH_GAG,0,0,0,0,,,,,,,,,
cWW_tSH_GCG,0,0,0,0,,,,,,,,,
cWW_tSH_GCU,0,0,0,0,,,,,,,,,
cWW_tSH_GGA,0,0,0,0,,,,,,,,,
cWW_tSH_GGC,0,0,0,0,,,,,,,,,
cWW_tSH_GGG,0,0,0,0,,,,,,,,,
cWW_tSH_GGU,0,0,0,0,,,,,,,,,
cWW_tSH_GUG,0,0,0,0,,,,,,,,,
cWW_tSH_GUU,0,0,0,0,,,,,,,,,
cWW_tSH_UAG,0,0,0,0,,,,,,,,,
cWW_tSH_UCG,0,0,0,0,,,,,,,,,
cWW_tSH_UCU,0,0,0,0,,,,,,,,,
cWW_tSH_UGC,0,0,0,0,,,,,,,,,
cWW_tSH_UUG,0,0,0,0,,,,,,,,,
cWW_tSH_UUU,0,0,0,0,,,,,,,,,
cWW_tSW_AAG,0,0,0,0,,,,,,,,,
cWW_tSW_AGG,0,0,0,0,,,,,,,,,
cWW_tSW_CAG,0,0,0,0,,,,,,,,,
cWW_tSW_CGG,0,0,0,0,,,,,,,,,
cWW_tSW_GAG,0,0,0,0,,,,,,,,,
cWW_tSW_GGA,0,0,0,0,,,,,,,,,
cWW_tSW_GGC,0,0,0,0,,,,,,,,,
cWW_tSW_GGG,0,0,0,0,,,,,,,,,
cWW_tSW_GGU,0,0,0,0,,,,,,,,,
cWW_tSW_UAG,0,0,0,0,,,,,,,,,
cWW_tSW_UGG,0,0,0,0,,,,,,,,,
cWW_tSS_AAC,0,0,0,0,,,,,,,,,
cWW_tSS_AAU,0,0,0,0,,,,,,,,,
cWW_tSS_ACC,0,0,0,0,,,,,,,,,
cWW_tSS_ACU,0,0,0,0,,,,,,,,,
cWW_tSS_AGC,0,0,0,0,,,,,,,,,
cWW_tSS_AGU,0,0,0,0,,,,,,,,,
cWW_tSS_AUC,0,0,0,0,,,,,,,,,
cWW_tSS_AUU,0,0,0,0,,,,,,,,,
cWW_tSS_CAC,0,0,0,0,,,,,,,,,
cWW_tSS_CAU,0,0,0,0,,,,,,,,,
cWW_tSS_CCC,0,0,0,0,,,,,,,,,
cWW_tSS_CCU,0,0,0,0,,,,,,,,,
cWW_tSS_CGC,0,0,0,0,,,,,,,,,
cWW_tSS_CGU,0,0,0,0,,,,,,,,,
cWW_tSS_CUC,0,0,0,0,,,,,,,,,
cWW_tSS_CUU,0,0,0,0,,,,,,,,,
cWW_tSS_GAC,0,0,0,0,,,,,,,,,
cWW_tSS_GAU,0,0,0,0,,,,,,,,,
cWW_tSS_GCC,0,0,0,0,,,,,,,,,
cWW_tSS_GCU,0,0,0,0,,,,,,,,,
cWW_tSS_GGA,0,0,0,0,,,,,,,,,
cWW_tSS_GGC,0,0,0,0,,,,,,,,,
cWW_tSS_GGG,0,0,0,0,,,,,,,,,
cWW_tSS_GGU,0,0,0,0,,,,,,,,,
cWW_tSS_GUC,0,0,0,0,,,,,,,,,
cWW_tSS_GUU,0,0,0,0,,,,,,,,,
cWW_tSS_UAC,0,0,0,0,,,,,,,,,
cWW_tSS_UAU,0,0,0,0,,,,,,,,,
cWW_tSS_UCC,0,0,0,0,,,,,,,,,
cWW_tSS_UCU,0,0,0,0,,,,,,,,,
cWW_tSS_UGC,0,0,0,0,,,,,,,,,
cWW_tSS_UGU,0,0,0,0,,,,,,,,,
cWW_tSS_UUC,0,0,0,0,,,,,,,,,
cWW_tSS_UUU,0,0,0,0,,,,,,,,,
tHH_cSH_ACG,0,0,0,0,,,,,,,,,
tHH_cSH_AUG,0,0,0,0,,,,,,,,,
tHH_cSH_CCA,0,0,0,0,,,,,,,,,
tHH_cSH_CCC,0,0,0,0,,,,,,,,,
tHH_cSH_CCG,0,0,0,0,,,,,,,,,
tHH_cSH_CCU,0,0,0,0,,,,,,,,,
tHH_cSH_CUG,0,0,0,0,,,,,,,,,
tHH_cSH_GCG,0,0,0,0,,,,,,,,,
tHH_cSH_GUA,0,0,0,0,,,,,,,,,
tHH_cSH_GUC,0,0,0,0,,,,,,,,,
tHH_cSH_GUG,0,0,0,0,,,,,,,,,
tHH_cSH_GUU,0,0,0,0,,,,,,,,,
tHH_cSH_UCG,0,0,0,0,,,,,,,,,
tHH_cSH_UGA,0,0,0,0,,,,,,,,,
tHH_cSH_UGC,0,0,0,0,,,,,,,,,
tHH_cSH_UGG,0,0,0,0,,,,,,,,,
tHH_cSH_UGU,0,0,0,0,,,,,,,,,
tHH_cSH_UUA,0,0,0,0,,,,,,,,,
tHH_cSH_UUC,0,0,0,0,,,,,,,,,
tHH_cSH_UUG,0,0,0,0,,,,,,,,,
tHH_cSH_UUU,0,0,0,0,,,,,,,,,
tHH_cSS_CCA,0,0,0,0,,,,,,,,,
tHH_cSS_CCC,0,0,0,0,,,,,,,,,
tHH_cSS_CCG,0,0,0,0,,,,,,,,,
tHH_cSS_CCU,0,0,0,0,,,,,,,,,
tHH_cSS_GUA,0,0,0,0,,,,,,,,,
tHH_cSS_GUC,0,0,0,0,,,,,,,,,
tHH_cSS_GUG,0,0,0,0,,,,,,,,,
tHH_cSS_GUU,0,0,0,0,,,,,,,,,
tHH_cSS_UGA,0,0,0,0,,,,,,,,,
tHH_cSS_UGC,0,0,0,0,,,,,,,,,
tHH_cSS_UGG,0,0,0,0,,,,,,,,,
tHH_cSS_UGU,0,0,0,0,,,,,,,,,
tHH_cSS_UUA,0,0,0,0,,,,,,,,,
tHH_cSS_UUC,0,0,0,0,,,,,,,,,
tHH_cSS_UUG,0,0,0,0,,,,,,,,,
tHH_cSS_UUU,0,0,0,0,,,,,,,,,
tHH_cSW_CCA,0,0,0,0,,,,,,,,,
tHH_cSW_CCC,0,0,0,0,,,,,,,,,
tHH_cSW_CCG,0,0,0,0,,,,,,,,,
tHH_cSW_CCU,0,0,0,0,,,,,,,,,
tHH_cSW_GUA,0,0,0,0,,,,,,,,,
tHH_cSW_GUC,0,0,0,0,,,,,,,,,
tHH_cSW_GUG,0,0,0,0,,,,,,,,,
tHH_cSW_GUU,0,0,0,0,,,,,,,,,
tHH_cSW_UGA,0,0,0,0,,,,,,,,,
tHH_cSW_UGC,0,0,0,0,,,,,,,,,
tHH_cSW_UGG,0,0,0,0,,,,,,,,,
tHH_cSW_UGU,0,0,0,0,,,,,,,,,
tHH_cSW_UUA,0,0,0,0,,,,,,,,,
tHH_cSW_UUC,0,0,0,0,,,,,,,,,
tHH_cSW_UUG,0,0,0,0,,,,,,,,,
tHH_cSW_UUU,0,0,0,0,,,,,,,,,
tHH_tSH_AAG,0,0,0,0,,,,,,,,,
tHH_tSH_ACG,0,0,0,0,,,,,,,,,
tHH_tSH_ACU,0,0,0,0,,,,,,,,,
tHH_tSH_AGC,0,0,0,0,,,,,,,,,
tHH_tSH_AUG,0,0,0,0,,,,,,,,,
tHH_tSH_AUU,0,0,0,0,,,,,,,,,
tHH_tSH_CAG,0,0,0,0,,,,,,,,,
tHH_tSH_CCA,0,0,0,0,,,,,,,,,
tHH_tSH_CCC,0,0,0,0,,,,,,,,,
tHH_tSH_CCG,0,0,0,0,,,,,,,,,
tHH_tSH_CCU,0,0,0,0,,,,,,,,,
tHH_tSH_CGC,0,0,0,0,,,,,,,,,
tHH_tSH_CUG,0,0,0,0,,,,,,,,,
tHH_tSH_CUU,0,0,0,0,,,,,,,,,
tHH_tSH_GAG,0,0,0,0,,,,,,,,,
tHH_tSH_GCG,0,0,0,0,,,,,,,,,
tHH_tSH_GCU,0,0,0,0,,,,,,,,,
tHH_tSH_GGC,0,0,0,0,,,,,,,,,
tHH_tSH_GUA,0,0,0,0,,,,,,,,,
tHH_tSH_GUC,0,0,0,0,,,,,,,,,
tHH_tSH_GUG,0,0,0,0,,,,,,,,,
tHH_tSH_GUU,0,0,0,0,,,,,,,,,
tHH_tSH_UAG,0,0,0,0,,,,,,,,,
tHH_tSH_UCG,0,0,0,0,,,,,,,,,
tHH_tSH_UCU,0,0,0,0,,,,,,,,,
tHH_tSH_UGA,0,0,0,0,,,,,,,,,
tHH_tSH_UGC,0,0,0,0,,,,,,,,,
tHH_tSH_UGG,0,0,0,0,,,,,,,,,
tHH_tSH_UGU,0,0,0,0,,,,,,,,,
tHH_tSH_UUA,0,0,0,0,,,,,,,,,
tHH_tSH_UUC,0,0,0,0,,,,,,,,,
tHH_tSH_UUG,0,0,0,0,,,,,,,,,
tHH_tSH_UUU,0,0,0,0,,,,,,,,,
tHH_tSS_ACA,0,0,0,0,,,,,,,,,
tHH_tSS_ACC,0,0,0,0,,,,,,,,,
tHH_tSS_ACG,0,0,0,0,,,,,,,,,
tHH_tSS_ACU,0,0,0,0,,,,,,,,,
tHH_tSS_AUA,0,0,0,0,,,,,,,,,
tHH_tSS_AUC,0,0,0,0,,,,,,,,,
tHH_tSS_AUG,0,0,0,0,,,,,,,,,
tHH_tSS_AUU,0,0,0,0,,,,,,,,,
tHH_tSS_CCA,0,0,0,0,,,,,,,,,
tHH_tSS_CCC,0,0,0,0,,,,,,,,,
tHH_tSS_CCG,0,0,0,0,,,,,,,,,
tHH_tSS_CCU,0,0,0,0,,,,,,,,,
tHH_tSS_CUA,0,0,0,0,,,,,,,,,
tHH_tSS_CUC,0,0,0,0,,,,,,,,,
tHH_tSS_CUG,0,0,0,0,,,,,,,,,
tHH_tSS_CUU,0,0,0,0,,,,,,,,,
tHH_tSS_GCC,0,0,0,0,,,,,,,,,
tHH_tSS_GCG,0,0,0,0,,,,,,,,,
tHH_tSS_GCU,0,0,0,0,,,,,,,,,
tHH_tSS_GUA,0,0,0,0,,,,,,,,,
tHH_tSS_GUC,0,0,0,0,,,,,,,,,
tHH_tSS_GUG,0,0,0,0,,,,,,,,,
tHH_tSS_GUU,0,0,0,0,,,,,,,,,
tHH_tSS_UCA,0,0,0,0,,,,,,,,,
tHH_tSS_UCC,0,0,0,0,,,,,,,,,
tHH_tSS_UCG,0,0,0,0,,,,,,,,,
tHH_tSS_UCU,0,0,0,0,,,,,,,,,
tHH_tSS_UGA,0,0,0,0,,,,,,,,,
tHH_tSS_UGC,0,0,0,0,,,,,,,,,
tHH_tSS_UGG,0,0,0,0,,,,,,,,,
tHH_tSS_UGU,0,0,0,0,,,,,,,,,
tHH_tSS_UUA,0,0,0,0,,,,,,,,,
tHH_tSS_UUC,0,0,0,0,,,,,,,,,
tHH_tSS_UUG,0,0,0,0,,,,,,,,,
tHH_tSS_UUU,0,0,0,0,,,,,,,,,
tHH_tSW_AAG,0,0,0,0,,,,,,,,,
tHH_tSW_AGG,0,0,0,0,,,,,,,,,
tHH_tSW_CAG,0,0,0,0,,,,,,,,,
tHH_tSW_CCA,0,0,0,0,,,,,,,,,
tHH_tSW_CCC,0,0,0,0,,,,,,,,,
tHH_tSW_CCG,0,0,0,0,,,,,,,,,
tHH_tSW_CCU,0,0,0,0,,,,,,,,,
tHH_tSW_CGG,0,0,0,0,,,,,,,,,
tHH_tSW_GAG,0,0,0,0,,,,,,,,,
tHH_tSW_GGG,0,0,0,0,,,,,,,,,
tHH_tSW_GUA,0,0,0,0,,,,,,,,,
tHH_tSW_GUC,0,0,0,0,,,,,,,,,
tHH_tSW_GUG,0,0,0,0,,,,,,,,,
tHH_tSW_GUU,0,0,0,0,,,,,,,,,
tHH_tSW_UAG,0,0,0,0,,,,,,,,,
tHH_tSW_UGA,0,0,0,0,,,,,,,,,
tHH_tSW_UGC,0,0,0,0,,,,,,,,,
tHH_tSW_UGG,0,0,0,0,,,,,,,,,
tHH_tSW_UGU,0,0,0,0,,,,,,,,,
tHH_tSW_UUA,0,0,0,0,,,,,,,,,
tHH_tSW_UUC,0,0,0,0,,,,,,,,,
tHH_tSW_UUG,0,0,0,0,,,,,,,,,
tHH_tSW_UUU,0,0,0,0,,,,,,,,,
tHW_cHH_AAA,0,0,0,0,,,,,,,,,
tHW_cHH_AAC,0,0,0,0,,,,,,,,,
tHW_cHH_AAU,0,0,0,0,,,,,,,,,
tHW_cHH_ACA,0,0,0,0,,,,,,,,,
tHW_cHH_ACC,0,0,0,0,,,,,,,,,
tHW_cHH_ACU,0,0,0,0,,,,,,,,,
tHW_cHH_AGA,0,0,0,0,,,,,,,,,
tHW_cHH_AGC,0,0,0,0,,,,,,,,,
tHW_cHH_AGG,0,0,0,0,,,,,,,,,
tHW_cHH_AGU,0,0,0,0,,,,,,,,,
tHW_cHH_AUA,0,0,0,0,,,,,,,,,
tHW_cHH_AUC,0,0,0,0,,,,,,,,,
tHW_cHH_AUG,0,0,0,0,,,,,,,,,
tHW_cHH_AUU,0,0,0,0,,,,,,,,,
tHW_cHH_CAA,0,0,0,0,,,,,,,,,
tHW_cHH_CAC,0,0,0,0,,,,,,,,,
tHW_cHH_CAG,0,0,0,0,,,,,,,,,
tHW_cHH_CAU,0,0,0,0,,,,,,,,,
tHW_cHH_CCA,0,0,0,0,,,,,,,,,
tHW_cHH_CCC,0,0,0,0,,,,,,,,,
tHW_cHH_CCU,0,0,0,0,,,,,,,,,
tHW_cHH_CGA,0,0,0,0,,,,,,,,,
tHW_cHH_CGC,0,0,0,0,,,,,,,,,
tHW_cHH_CGG,0,0,0,0,,,,,,,,,
tHW_cHH_CGU,0,0,0,0,,,,,,,,,
tHW_cHH_CUA,0,0,0,0,,,,,,,,,
tHW_cHH_CUC,0,0,0,0,,,,,,,,,
tHW_cHH_CUG,0,0,0,0,,,,,,,,,
tHW_cHH_CUU,0,0,0,0,,,,,,,,,
tHW_cHH_GAA,0,0,0,0,,,,,,,,,
tHW_cHH_GAC,0,0,0,0,,,,,,,,,
tHW_cHH_GAU,0,0,0,0,,,,,,,,,
tHW_cHH_GCA,0,0,0,0,,,,,,,,,
tHW_cHH_GCC,0,0,0,0,,,,,,,,,
tHW_cHH_GCU,0,0,0,0,,,,,,,,,
tHW_cHH_GGU,0,0,0,0,,,,,,,,,
tHW_cHH_GUA,0,0,0,0,,,,,,,,,
tHW_cHH_GUC,0,0,0,0,,,,,,,,,
tHW_cHH_GUG,0,0,0,0,,,,,,,,,
tHW_cHH_GUU,0,0,0,0,,,,,,,,,
tHW_cHH_UAA,0,0,0,0,,,,,,,,,
tHW_cHH_UAC,0,0,0,0,,,,,,,,,
tHW_cHH_UAG,0,0,0,0,,,,,,,,,
tHW_cHH_UAU,0,0,0,0,,,,,,,,,
tHW_cHH_UCA,0,0,0,0,,,,,,,,,
tHW_cHH_UCC,0,0,0,0,,,,,,,,,
tHW_cHH_UCG,0,0,0,0,,,,,,,,,
tHW_cHH_UCU,0,0,0,0,,,,,,,,,
tHW_cHH_UGU,0,0,0,0,,,,,,,,,
tHW_cHH_UUA,0,0,0,0,,,,,,,,,
tHW_cHH_UUC,0,0,0,0,,,,,,,,,
tHW_cHH_UUG,0,0,0,0,,,,,,,,,
tHW_cHH_UUU,0,0,0,0,,,,,,,,,
tHW_cHS_AGA,0,0,0,0,,,,,,,,,
tHW_cHS_AGC,0,0,0,0,,,,,,,,,
tHW_cHS_AGG,0,0,0,0,,,,,,,,,
tHW_cHS_AGU,0,0,0,0,,,,,,,,,
tHW_cHS_CAA,0,0,0,0,,,,,,,,,
tHW_cHS_CAC,0,0,0,0,,,,,,,,,
tHW_cHS_CAG,0,0,0,0,,,,,,,,,
tHW_cHS_CAU,0,0,0,0,,,,,,,,,
tHW_cHS_CGA,0,0,0,0,,,,,,,,,
tHW_cHS_CGC,0,0,0,0,,,,,,,,,
tHW_cHS_CGG,0,0,0,0,,,,,,,,,
tHW_cHS_CGU,0,0,0,0,,,,,,,,,
tHW_cHS_CUA,0,0,0,0,,,,,,,,,
tHW_cHS_CUC,0,0,0,0,,,,,,,,,
tHW_cHS_CUG,0,0,0,0,,,,,,,,,
tHW_cHS_CUU,0,0,0,0,,,,,,,,,
tHW_cHS_GGC,0,0,0,0,,,,,,,,,
tHW_cHS_GGU,0,0,0,0,,,,,,,,,
tHW_cHS_UAA,0,0,0,0,,,,,,,,,
tHW_cHS_UAC,0,0,0,0,,,,,,,,,
tHW_cHS_UAG,0,0,0,0,,,,,,,,,
tHW_cHS_UAU,0,0,0,0,,,,,,,,,
tHW_cHS_UCA,0,0,0,0,,,,,,,,,
tHW_cHS_UCC,0,0,0,0,,,,,,,,,
tHW_cHS_UCG,0,0,0,0,,,,,,,,,
tHW_cHS_UCU,0,0,0,0,,,,,,,,,
tHW_cHS_UGC,0,0,0,0,,,,,,,,,
tHW_cHS_UGU,0,0,0,0,,,,,,,,,
tHW_cHW_AAA,0,0,0,0,,,,,,,,,
tHW_cHW_AAC,0,0,0,0,,,,,,,,,
tHW_cHW_ACA,0,0,0,0,,,,,,,,,
tHW_cHW_ACG,0,0,0,0,,,,,,,,,
tHW_cHW_ACU,0,0,0,0,,,,,,,,,
tHW_cHW_AGA,0,0,0,0,,,,,,,,,
tHW_cHW_AGC,0,0,0,0,,,,,,,,,
tHW_cHW_AGG,0,0,0,0,,,,,,,,,
tHW_cHW_AGU,0,0,0,0,,,,,,,,,
tHW_cHW_AUG,0,0,0,0,,,,,,,,,
tHW_cHW_CAA,0,0,0,0,,,,,,,,,
tHW_cHW_CAC,0,0,0,0,,,,,,,,,
tHW_cHW_CAG,0,0,0,0,,,,,,,,,
tHW_cHW_CAU,0,0,0,0,,,,,,,,,
tHW_cHW_CCA,0,0,0,0,,,,,,,,,
tHW_cHW_CCG,0,0,0,0,,,,,,,,,
tHW_cHW_CCU,0,0,0,0,,,,,,,,,
tHW_cHW_CGA,0,0,0,0,,,,,,,,,
tHW_cHW_CGC,0,0,0,0,,,,,,,,,
tHW_cHW_CGG,0,0,0,0,,,,,,,,,
tHW_cHW_CGU,0,0,0,0,,,,,,,,,
tHW_cHW_CUA,0,0,0,0,,,,,,,,,
tHW_cHW_CUC,0,0,0,0,,,,,,,,,
tHW_cHW_CUG,0,0,0,0,,,,,,,,,
tHW_cHW_CUU,0,0,0,0,,,,,,,,,
tHW_cHW_GAA,0,0,0,0,,,,,,,,,
tHW_cHW_GAC,0,0,0,0,,,,,,,,,
tHW_cHW_GCA,0,0,0,0,,,,,,,,,
tHW_cHW_GCG,0,0,0,0,,,,,,,,,
tHW_cHW_GCU,0,0,0,0,,,,,,,,,
tHW_cHW_GUG,0,0,0,0,,,,,,,,,
tHW_cHW_UAA,0,0,0,0,,,,,,,,,
tHW_cHW_UAC,0,0,0,0,,,,,,,,,
tHW_cHW_UAG,0,0,0,0,,,,,,,,,
tHW_cHW_UAU,0,0,0,0,,,,,,,,,
tHW_cHW_UCA,0,0,0,0,,,,,,,,,
tHW_cHW_UCC,0,0,0,0,,,,,,,,,
tHW_cHW_UCG,0,0,0,0,,,,,,,,,
tHW_cHW_UCU,0,0,0,0,,,,,,,,,
tHW_cHW_UUG,0,0,0,0,,,,,,,,,
tHW_cSH_ACG,0,0,0,0,,,,,,,,,
tHW_cSH_AGA,0,0,0,0,,,,,,,,,
tHW_cSH_AGC,0,0,0,0,,,,,,,,,
tHW_cSH_AGG,0,0,0,0,,,,,,,,,
tHW_cSH_AGU,0,0,0,0,,,,,,,,,
tHW_cSH_AUG,0,0,0,0,,,,,,,,,
tHW_cSH_CAA,0,0,0,0,,,,,,,,,
tHW_cSH_CAC,0,0,0,0,,,,,,,,,
tHW_cSH_CAG,0,0,0,0,,,,,,,,,
tHW_cSH_CAU,0,0,0,0,,,,,,,,,
tHW_cSH_CCG,0,0,0,0,,,,,,,,,
tHW_cSH_CGA,0,0,0,0,,,,,,,,,
tHW_cSH_CGC,0,0,0,0,,,,,,,,,
tHW_cSH_CGG,0,0,0,0,,,,,,,,,
tHW_cSH_CGU,0,0,0,0,,,,,,,,,
tHW_cSH_CUA,0,0,0,0,,,,,,,,,
tHW_cSH_CUC,0,0,0,0,,,,,,,,,
tHW_cSH_CUG,0,0,0,0,,,,,,,,,
tHW_cSH_CUU,0,0,0,0,,,,,,,,,
tHW_cSH_GCG,0,0,0,0,,,,,,,,,
tHW_cSH_GUG,0,0,0,0,,,,,,,,,
tHW_cSH_UAA,0,0,0,0,,,,,,,,,
tHW_cSH_UAC,0,0,0,0,,,,,,,,,
tHW_cSH_UAG,0,0,0,0,,,,,,,,,
tHW_cSH_UAU,0,0,0,0,,,,,,,,,
tHW_cSH_UCA,0,0,0,0,,,,,,,,,
tHW_cSH_UCC,0,0,0,0,,,,,,,,,
tHW_cSH_UCG,0,0,0,0,,,,,,,,,
tHW_cSH_UCU,0,0,0,0,,,,,,,,,
tHW_cSH_UUG,0,0,0,0,,,,,,,,,
tHW_cSS_AGA,0,0,0,0,,,,,,,,,
tHW_cSS_AGC,0,0,0,0,,,,,,,,,
tHW_cSS_AGG,0,0,0,0,,,,,,,,,
tHW_cSS_AGU,0,0,0,0,,,,,,,,,
tHW_cSS_CAA,0,0,0,0,,,,,,,,,
tHW_cSS_CAC,0,0,0,0,,,,,,,,,
tHW_cSS_CAG,0,0,0,0,,,,,,,,,
tHW_cSS_CAU,0,0,0,0,,,,,,,,,
tHW_cSS_CGA,0,0,0,0,,,,,,,,,
tHW_cSS_CGC,0,0,0,0,,,,,,,,,
tHW_cSS_CGG,0,0,0,0,,,,,,,,,
tHW_cSS_CGU,0,0,0,0,,,,,,,,,
tHW_cSS_CUA,0,0,0,0,,,,,,,,,
tHW_cSS_CUC,0,0,0,0,,,,,,,,,
tHW_cSS_CUG,0,0,0,0,,,,,,,,,
tHW_cSS_CUU,0,0,0,0,,,,,,,,,
tHW_cSS_UAA,0,0,0,0,,,,,,,,,
tHW_cSS_UAC,0,0,0,0,,,,,,,,,
tHW_cSS_UAG,0,0,0,0,,,,,,,,,
tHW_cSS_UAU,0,0,0,0,,,,,,,,,
tHW_cSS_UCA,0,0,0,0,,,,,,,,,
tHW_cSS_UCC,0,0,0,0,,,,,,,,,
tHW_cSS_UCG,0,0,0,0,,,,,,,,,
tHW_cSS_UCU,0,0,0,0,,,,,,,,,
tHW_cSW_AGA,0,0,0,0,,,,,,,,,
tHW_cSW_AGC,0,0,0,0,,,,,,,,,
tHW_cSW_AGG,0,0,0,0,,,,,,,,,
tHW_cSW_AGU,0,0,0,0,,,,,,,,,
tHW_cSW_CAA,0,0,0,0,,,,,,,,,
tHW_cSW_CAC,0,0,0,0,,,,,,,,,
tHW_cSW_CAG,0,0,0,0,,,,,,,,,
tHW_cSW_CAU,0,0,0,0,,,,,,,,,
tHW_cSW_CGA,0,0,0,0,,,,,,,,,
tHW_cSW_CGC,0,0,0,0,,,,,,,,,
tHW_cSW_CGG,0,0,0,0,,,,,,,,,
tHW_cSW_CGU,0,0,0,0,,,,,,,,,
tHW_cSW_CUA,0,0,0,0,,,,,,,,,
tHW_cSW_CUC,0,0,0,0,,,,,,,,,
tHW_cSW_CUG,0,0,0,0,,,,,,,,,
tHW_cSW_CUU,0,0,0,0,,,,,,,,,
tHW_cSW_UAA,0,0,0,0,,,,,,,,,
tHW_cSW_UAC,0,0,0,0,,,,,,,,,
tHW_cSW_UAG,0,0,0,0,,,,,,,,,
tHW_cSW_UAU,0,0,0,0,,,,,,,,,
tHW_cSW_UCA,0,0,0,0,,,,,,,,,
